OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV10481,Eukaryota,Porifera,Demospongiae,Suberitida,Suberitidae,Protosuberites,Protosuberites ectyoninus
ASV10488,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Nadagarodes,Nadagarodes mysolata
ASV10490,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Punctaria,Punctaria latifolia
ASV10492,Eukaryota,Arthropoda,Insecta,Hymenoptera,Braconidae,Ascogaster,Ascogaster sp. RK21
ASV10494,Eukaryota,Arthropoda,Malacostraca,Decapoda,Majidae,Menaethius,Menaethius monoceros
ASV10495,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium oryzicola
ASV10497,Eukaryota,Mollusca,Gastropoda,Unidentified,Cerithiidae,Limatium,Limatium pagodula
ASV1050,Eukaryota,Arthropoda,Diplopoda,Polydesmida,Xystodesmidae,Rudiloria,Rudiloria guyandotta
ASV10500,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10501,Eukaryota,Chordata,Chondrichthyes,Myliobatiformes,Myliobatidae,Aetomylaeus,Aetomylaeus bovinus
ASV10504,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia sp.
ASV10506,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,Zanclea,Zanclea implexa
ASV10508,Eukaryota,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Hippocampus,Hippocampus barbouri
ASV10509,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia palea
ASV10511,Eukaryota,Xenacoelomorpha,Unidentified,Unidentified,Xenoturbellidae,Xenoturbella,Xenoturbella japonica
ASV10514,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Peronospora,Peronospora lamii
ASV10519,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10523,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV10525,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Triceratiaceae,Trieres,Trieres chinensis
ASV10526,Eukaryota,Unidentified,Phaeophyceae,Laminariales,Agaraceae,Thalassiophyllum,Thalassiophyllum clathrus
ASV10528,Eukaryota,Arthropoda,Diplopoda,Glomerida,Glomeridae,Glomeris,Glomeris hexasticha
ASV10529,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV1053,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Unidentified,Chordariaceae sp. 18 AP-2014
ASV10530,Eukaryota,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,Chloropicon primus
ASV10531,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10533,Eukaryota,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Agarophyton,Agarophyton chilense
ASV10534,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium
ASV10536,Eukaryota,Arthropoda,Insecta,Coleoptera,Staphylinidae,Unidentified,Scaphidiinae sp. BOLD:ACL8877
ASV10537,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10539,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema tropicum
ASV1054,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,Stylaria,Stylaria lacustris
ASV10544,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Amphibalanus,Amphibalanus reticulatus
ASV10550,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera
ASV10551,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,Laurencia nipponica
ASV10552,Eukaryota,Arthropoda,Insecta,Neuroptera,Sisyridae,Sisyra,Sisyra sp. CBCAD114-10
ASV10553,Eukaryota,Arthropoda,Arachnida,Scorpiones,Buthidae,Buthus,Buthus sp. Sc037
ASV10555,Eukaryota,Mollusca,Bivalvia,Veneroida,Tridacnidae,Tridacna,Tridacna maxima
ASV10558,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca fusiformis
ASV10560,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10569,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV1057,Eukaryota,Echinodermata,Crinoidea,Comatulida,Charitometridae,Strotometra,Strotometra ornatissimus
ASV10572,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10574,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10575,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica sp. GJ-2009
ASV10577,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera expectata
ASV10578,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica
ASV10581,Eukaryota,Echinodermata,Echinoidea,Spatangoida,Brissidae,Metalia,Metalia spatagus
ASV10582,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Solmundella,Solmundella bitentaculata
ASV10583,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10584,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Aglaophenia,Aglaophenia tubulifera
ASV10586,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora gigas
ASV1059,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cyclophoridae,Dioryx,Dioryx sp. FLMNH 494025
ASV10590,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Variola,Variola louti
ASV10591,Eukaryota,Unidentified,Oomycetes,Saprolegniales,Saprolegniaceae,Pythiopsis,Pythiopsis terrestris
ASV10592,Eukaryota,Unidentified,Oomycetes,Leptomitales,Unidentified,Apodachlya,Apodachlya minima
ASV10593,Eukaryota,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Piestoceros,Piestoceros sp. ANIC5
ASV10596,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10597,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia haitanensis
ASV106,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. MBTD-CMFRI-S005
ASV1060,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Laminarionema,Laminarionema elsbetiae
ASV10608,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321
ASV1061,Eukaryota,Unidentified,Unidentified,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba sp.
ASV10610,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Apolemiidae,Apolemia,Apolemia sp. BO-2009
ASV10614,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia vulgaris
ASV10615,Eukaryota,Arthropoda,Insecta,Hymenoptera,Formicidae,Trichomyrmex,Trichomyrmex destructor
ASV10618,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium attrantheridium
ASV10619,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. 19 LG-2014
ASV10622,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10629,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta elegans
ASV10631,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10632,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV10633,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV10639,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV10640,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10642,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides
ASV10649,Eukaryota,Arthropoda,Arachnida,Araneae,Eresidae,Stegodyphus,Stegodyphus sp. HMW-2012
ASV1065,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia frustulum
ASV10650,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella cryptica
ASV10654,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,Pyropia,Pyropia orbicularis
ASV10655,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV10656,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypoleria,Hypoleria adasa
ASV10657,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypoleria,Hypoleria adasa
ASV10658,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10659,Eukaryota,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Verticillium,Verticillium dahliae
ASV1066,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10660,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV10662,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Chordariaceae,Unidentified,Chordariaceae sp. 7 AP-2014
ASV10665,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV10666,Eukaryota,Unidentified,Oomycetes,Unidentified,Unidentified,Haptoglossa,Haptoglossa sp. DM2 4/12
ASV10667,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV10668,Eukaryota,Mollusca,Bivalvia,Unionoida,Unionidae,Hemistena,Hemistena lata
ASV10671,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sojae
ASV10678,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii
ASV1068,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10680,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Delibus,Delibus sp. V128.D1b
ASV10681,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,Polysiphonia sp. 1 DWF-2011
ASV10682,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10683,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV1069,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cyclophoridae,Dioryx,Dioryx sp. FLMNH 494025
ASV10692,Eukaryota,Arthropoda,Insecta,Lepidoptera,Unidentified,Unidentified,Lepidoptera sp. BOLD:AAK4073
ASV10694,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sp. cuyabensis
ASV10696,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia multistriata
ASV10697,Eukaryota,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia,Limnesia sp. 1SMY81313
ASV107,Eukaryota,Unidentified,Unidentified,Himatismenida,Cochliopodiidae,Cochliopodium,Cochliopodium minutoidum
ASV1070,Eukaryota,Cnidaria,Anthozoa,Ceriantharia,Arachnactidae,Isarachnanthus,Isarachnanthus bandanensis
ASV10703,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10706,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cochlostomatidae,Cochlostoma,Cochlostoma pinteri
ASV10707,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV10708,Eukaryota,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,Desmacella cf. annexa BELUM<GBR> Mc4240
ASV1071,Eukaryota,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia japonica
ASV10710,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium,Alexandrium fundyense
ASV10712,Eukaryota,Gastrotricha,Unidentified,Macrodasyida,Macrodasyidae,Urodasys,Urodasys calicostylis
ASV10713,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV10714,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19
ASV10716,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Muricidae,Vasula,Vasula speciosa
ASV10718,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV1072,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula sp. BOLD:AAO6951
ASV10725,Eukaryota,Mollusca,Gastropoda,Neogastropoda,Muricidae,Bedevina,Bedevina birileffi
ASV10729,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10734,Eukaryota,Arthropoda,Malacostraca,Decapoda,Crossotonotidae,Crossotonotus,Crossotonotus spinipes
ASV10735,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium
ASV10736,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema menzelii
ASV10737,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,Azadinium poporum
ASV10738,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10740,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV10748,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema ardens
ASV10749,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. MBTD-CMFRI-S005
ASV1075,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10750,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cyclophoridae,Dioryx,Dioryx sp. FLMNH 494025
ASV10751,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10752,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV10753,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV10754,Eukaryota,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,Desmacella cf. annexa BELUM<GBR> Mc4240
ASV10758,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis tropicalis
ASV10760,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV10761,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus andersoni
ASV10764,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,Herposiphonia sparsa
ASV10766,Eukaryota,Mollusca,Gastropoda,Nudibranchia,Facelinidae,Favorinus,Favorinus tsuruganus
ASV10767,Eukaryota,Unidentified,Chlorarachniophyceae,Unidentified,Unidentified,Bigelowiella,Bigelowiella natans
ASV10768,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,Membranipora membranacea
ASV10769,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV1077,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV10770,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos
ASV10772,Eukaryota,Arthropoda,Insecta,Diptera,Sciaridae,Bradysia,Bradysia ocellaris
ASV10774,Eukaryota,Arthropoda,Insecta,Hemiptera,Aradidae,Biroana,Biroana sp. BOLD:ABW4484
ASV10776,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10782,Eukaryota,Mollusca,Gastropoda,Architaenioglossa,Cochlostomatidae,Cochlostoma,Cochlostoma pinteri
ASV10784,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10785,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,Clathria,Clathria reinwardti
ASV10787,Eukaryota,Unidentified,Raphidophyceae,Chattonellales,Chattonellaceae,Fibrocapsa,Fibrocapsa japonica
ASV10789,Eukaryota,Unidentified,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp. CCMP425
ASV10793,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypoleria,Hypoleria adasa
ASV10795,Eukaryota,Unidentified,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Scytosiphon,Scytosiphon canaliculatus
ASV10796,Eukaryota,Unidentified,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium sp. CAL-2011c
ASV10798,Eukaryota,Arthropoda,Insecta,Coleoptera,Silphidae,Thanatophilus,Thanatophilus sagax
ASV108,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV10802,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV10803,Eukaryota,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,Desmacella cf. annexa BELUM<GBR> Mc4240
ASV10805,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema potamos
ASV10806,Eukaryota,Unidentified,Oomycetes,Saprolegniales,Saprolegniaceae,Newbya,Newbya spinosa
ASV10807,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
ASV10810,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. RS40
ASV10811,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10812,Eukaryota,Arthropoda,Insecta,Coleoptera,Curculionidae,Trigonopterus,Trigonopterus sp. MB-2011
ASV10813,Eukaryota,Arthropoda,Arachnida,Sarcoptiformes,Scheloribatidae,Scheloribates,Scheloribates pallidulus
ASV10814,Eukaryota,Arthropoda,Arachnida,Araneae,Linyphiidae,Bathyphantes,Bathyphantes keeni
ASV10819,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia subpacifica
ASV1082,Eukaryota,Porifera,Demospongiae,Haplosclerida,Callyspongiidae,Callyspongia,Callyspongia plicifera
ASV10820,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sinomuralis
ASV10824,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
ASV10830,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia sp. (in: Bacillariophyta)
ASV10839,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV1084,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10843,Eukaryota,Annelida,Clitellata,Haplotaxida,Naididae,Stylaria,Stylaria lacustris
ASV10844,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Psammoneis,Psammoneis japonica
ASV10845,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10848,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10849,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10851,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Parvocalanus,Parvocalanus crassirostris
ASV10854,Eukaryota,Unidentified,Unidentified,Unidentified,Hartmannellidae,Hartmannella,Hartmannella cantabrigiensis
ASV10855,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Rhynchobatidae,Rhynchobatus,Rhynchobatus cf. laevis KKB-2014
ASV10856,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella sp. MBTD-CMFRI-S052
ASV1086,Eukaryota,Unidentified,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas sp.
ASV10863,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10866,Eukaryota,Chordata,Actinopteri,Perciformes,Serranidae,Variola,Variola louti
ASV10868,Eukaryota,Chordata,Chondrichthyes,Pristiformes/Rhiniformes group,Pristidae,Anoxypristis,Anoxypristis cuspidata
ASV10870,Eukaryota,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus coatesi
ASV10871,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Unidentified,alpha proteobacterium HIMB5
ASV10879,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10887,Eukaryota,Arthropoda,Hexanauplia,Pedunculata,Lepadidae,Lepas,Lepas anatifera
ASV10889,Eukaryota,Arthropoda,Insecta,Hemiptera,Membracidae,Telamona,Telamona monticola
ASV10892,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10894,Eukaryota,Unidentified,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos macroceros
ASV10895,Eukaryota,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum (Dialictus) sp. 1 PLG-2016
ASV10898,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis
ASV10899,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis
ASV109,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas pusilla
ASV10903,Eukaryota,Unidentified,Oomycetes,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sp. 'lagoariana'
ASV10904,Eukaryota,Unidentified,Unidentified,Unidentified,Vexilliferidae,Vexillifera,Vexillifera bacillipedes
ASV10906,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis tropicalis
ASV10908,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis thurstonii
ASV1091,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis lenisilicea
